flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
0.0,53.46,5.94,63.36,0.329388325,0.329388325,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.02,54.0,55.02,54.10586438,0.299134978,54.06,83068547.06,9.5,10.40246945,0.423494869,0.551417647,0.17,141.55,DDoS-TCP_Flood
0.199231648,755901.0,6.0,64.0,3244.965758,3244.965758,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,119.0,646.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,363.0,66.0,66.0,66.0,0.0,66.0,5.51e-06,5.5,11.48912529,0.0,0.0,0.0,38.5,MITM-ArpSpoofing
0.0,0.0,47.0,64.0,3.118460957,3.118460957,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6216.0,592.0,592.0,592.0,0.0,592.0,83676994.78,9.5,34.40930107,0.0,0.0,0.0,141.55,Mirai-greeth_flood
0.941904826,130.68,6.0,64.0,3.044594524,3.044594524,0.0,0,1,0,0,0,0,0,0.0,2.42,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83362094.36,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-SynonymousIP_Flood
0.0,54.0,6.0,64.0,114.0965697,114.0965697,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83072244.96,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-TCP_Flood
0.182351902,30274.0,17.0,64.0,5555.451084,5555.451084,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525.0,50.0,50.0,50.0,0.0,50.0,83106701.97,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood
0.0,54.0,6.0,64.0,11.65243047,11.65243047,0.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83362640.06,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-SynonymousIP_Flood
6.661732514,108.0,6.0,64.0,0.300222206,0.300222206,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,82943426.95,9.5,10.39230485,0.0,0.0,0.0,141.55,DoS-TCP_Flood
0.0,0.0,1.0,64.0,16.82780037,16.82780037,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441.0,42.0,42.0,42.0,0.0,42.0,83128033.4,9.5,9.16515139,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood
0.0,0.0,0.99,63.36,6.544965758,6.544965758,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441.18,42.0,42.18,42.009,0.03923009,42.18,83149812.24,9.5,9.16515139,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood
0.0,54.0,6.0,64.0,20.43609433,20.43609433,0.0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83348228.76,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood
0.0,54.0,6.0,64.0,60.87311908,60.87311908,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83331101.7,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood
0.0,54.0,6.0,64.0,24.20743869,24.20743869,0.0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83344976.84,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood
0.106348011,38217.0,17.0,64.0,8857.995581,8857.995581,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525.0,50.0,50.0,50.0,0.0,50.0,83102400.48,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood
0.0,54.0,6.0,64.0,2.104608206,2.104608206,0.0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83349321.34,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood
0.0,54.0,6.0,64.0,1.076698006,1.076698006,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83330936.89,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood
0.017671008,5565.41,15.61,81.75,9027.058915,9027.058915,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,551.37,50.0,64.87,51.4937875,3.62023701,58.51,83123585.27,9.5,10.13510129,5.165004022,400.6639859,0.11,141.55,DDoS-UDP_Flood
7.05313972,108.0,6.0,64.0,0.283561676,0.283561676,0.0,0,1,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,82981049.18,9.5,10.39230485,0.0,0.0,0.0,141.55,DoS-SYN_Flood
0.0,54.0,6.0,64.0,32.39657829,32.39657829,0.0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83344977.34,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood
0.0,54.0,6.0,64.0,2.529985186,2.529985186,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83330936.63,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood
0.0,123.04,6.0,64.0,12.61511207,12.61511207,0.0,0,1,0,0,0,0,0,0.0,0.73,0.27,0.0,0.16,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1310.8,84.16,165.76,123.2153909,38.99788648,123.04,83089437.9,9.5,15.53424125,55.14541412,2236.901806,0.71,141.55,DDoS-SYN_Flood
0.0,0.0,0.99,72.91,3.081850485,3.081850485,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,442.44,42.0,43.44,42.08901522,0.345800049,42.18,83128755.47,9.5,9.174850135,0.490397498,1.508880536,0.08,141.55,DDoS-ICMP_Flood
0.0,54.0,6.0,64.0,12.38972083,12.38972083,0.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,82980870.54,9.5,10.39230485,0.0,0.0,0.0,141.55,DoS-SYN_Flood
0.001204069,55.12,6.0,64.0,18.8210844,18.8210844,0.0,0,1,0,0,0,0,0,0.0,1.01,0.01,0.0,0.01,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567.32,54.0,54.32,54.01978116,0.076844455,54.04,83090046.44,9.5,10.39421618,0.108977222,0.074512619,0.08,141.55,DDoS-SYN_Flood
0.0,0.0,1.0,64.0,0.800841835,0.800841835,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441.0,42.0,42.0,42.0,0.0,42.0,83149998.09,9.5,9.16515139,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood
0.063453546,25479.0,17.0,64.0,8034.747371,8034.747371,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525.0,50.0,50.0,50.0,0.0,50.0,83123582.61,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood
0.0,54.0,6.0,64.0,24.00957108,24.00957108,0.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83089242.17,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-SYN_Flood
0.143940966,32324.5,17.0,64.0,5398.429353,5398.429353,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525.0,50.0,50.0,50.0,0.0,50.0,83098539.87,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood
0.0,0.0,1.0,64.0,1.210802497,1.210802497,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441.0,42.0,42.0,42.0,0.0,42.0,83128823.94,9.5,9.16515139,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood
48.27238431,128041.4,10.4,97.8,39966.18404,39966.18404,0.0,0,0,0,0,1,0,0,0.0,0.4,0.0,312.5,677.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,10171.8,55.6,1566.4,661.318481,694.9070699,636.4,166520014.0,13.5,36.39328932,983.9683346,484212.3242,1.0,244.6,BenignTraffic
0.00030205,745.01,6.16,65.91,66.66932317,66.66932317,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9716.92,330.13,1479.8,927.1756029,538.4419292,923.92,83335506.16,9.5,42.88464582,761.3484898,308670.8217,0.94,141.55,DDoS-ACK_Fragmentation
0.0,2.3,1.15,65.27,70.0589919,70.0589919,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,467.96,42.0,66.62,44.09577227,6.486488618,44.06,83153707.44,9.5,9.375082104,9.187336681,323.8406119,0.14,141.55,DDoS-ICMP_Flood
0.15298677,17635.0,17.0,64.0,3601.595667,3601.595667,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525.0,50.0,50.0,50.0,0.0,50.0,83106187.95,9.5,10.0,0.0,0.0,0.0,141.55,DDoS-UDP_Flood
0.0,79.38,5.88,62.72,9.872114311,9.872114311,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.3,54.0,54.18,54.01564912,0.050157218,54.12,82925790.68,9.5,10.39383704,0.071517841,0.086700523,0.03,141.55,DoS-TCP_Flood
0.0,54.0,6.0,64.0,71.87812109,71.87812109,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83067439.88,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-TCP_Flood
0.0,54.0,6.0,64.0,926.7132125,926.7132125,0.0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83348625.29,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood
0.0,162.0,17.0,64.0,25.33633755,25.33633755,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1701.0,162.0,162.0,162.0,0.0,162.0,83008107.35,9.5,18.0,0.0,0.0,0.0,141.55,DoS-UDP_Flood
0.0,0.0,1.0,64.0,2.982356381,2.982356381,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441.0,42.0,42.0,42.0,0.0,42.0,83124530.92,9.5,9.16515139,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood
0.0,54.0,6.0,64.0,7.398340168,7.398340168,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83313727.33,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood
0.0,54.0,6.0,64.0,3.585884318,3.585884318,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83313810.6,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-PSHACK_Flood
0.0,54.0,6.0,64.0,34.46706473,34.46706473,0.0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83349144.65,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-RSTFINFlood
0.086804106,20793.44,17.0,64.0,5429.283758,5429.283758,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,536.76,50.0,61.76,50.63801135,2.662456258,52.94,83016348.4,9.5,10.06005766,3.787533944,179.4026281,0.04,141.55,DoS-UDP_Flood
0.0,55.52,6.0,65.69,295.1137379,295.1137379,0.0,0,1,0,0,0,0,0,0.0,0.99,0.0,0.01,0.01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,583.72,54.0,70.72,55.16853253,4.233164386,55.52,83362223.94,9.5,10.49985396,5.998103023,165.1329257,0.11,141.55,DDoS-SynonymousIP_Flood
3.689854114,1999693.34,16.83,64.0,967.3635591,967.3635591,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5644.2,381.2,554.0,533.8616993,52.3870799,544.4,83759012.78,9.5,32.65680405,74.15917911,8089.021322,0.36,141.55,Mirai-udpplain
0.0,0.0,1.0,64.0,5.574181476,5.574181476,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441.0,42.0,42.0,42.0,0.0,42.0,83127777.76,9.5,9.16515139,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood
48.09566281,101026.4,8.8,137.7,13.94793517,13.94793517,0.0,0,0,0,0,1,0,0,0.0,0.8,0.0,137.9,334.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6720.3,156.0,3922.9,1177.51123,1302.11719,919.3,0.027245808,5.5,47.21417048,1841.471789,2063959.136,0.9,38.5,BenignTraffic
0.0,0.0,1.0,64.0,163.4791963,163.4791963,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441.0,42.0,42.0,42.0,0.0,42.0,83123999.45,9.5,9.16515139,0.0,0.0,0.0,141.55,DDoS-ICMP_Flood
0.0,54.0,6.0,64.0,6.269770432,6.269770432,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83068281.05,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-TCP_Flood
0.00156847,55.66,5.94,65.1,13.83471333,13.83471333,0.0,0,1,0,0,0,0,0,0.0,0.98,0.0,0.02,0.03,0,0,0,0,0,0,0,1,0,0,0,0,1,1,569.46,54.0,56.46,54.16051837,0.602911997,54.3,83361295.93,9.5,10.40774854,0.854916955,2.605696219,0.2,141.55,DDoS-SynonymousIP_Flood
0.0,54.0,6.0,64.0,11.09692304,11.09692304,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83076118.73,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-TCP_Flood
2.81484709,160.38,5.94,63.36,1.0551355,1.0551355,0.0,0,1,0,0,0,0,0,0.0,2.97,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.08,54.0,55.08,54.12586438,0.327419249,54.06,83361307.94,9.5,10.40437645,0.463494869,0.631417647,0.18,141.55,DDoS-SynonymousIP_Flood
2.334499521,1092305.45,16.84,72.79,799.0091037,799.0091037,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5478.28,455.04,554.0,526.3501558,39.36200182,526.65,83759393.01,9.5,32.37635597,55.74965696,7805.972476,0.21,141.55,Mirai-udpplain
0.0,54.0,6.0,64.0,31.70947603,31.70947603,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83075976.37,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-TCP_Flood
46.34240716,1301464.8,4.8,168.3,34.2231302,34.2231302,0.0,0,0,0,0,1,0,0,0.0,1.2,0.0,58.8,1243.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,361.2,64.8,66.0,65.81333333,0.428561808,64.8,0.038049507,5.5,11.47281541,0.606077922,0.931555556,0.2,38.5,BenignTraffic
0.0,54.0,6.0,64.0,0.568904887,0.568904887,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.0,54.0,54.0,54.0,0.0,54.0,83072370.76,9.5,10.39230485,0.0,0.0,0.0,141.55,DDoS-TCP_Flood
0.00076931,55.68,6.0,64.0,47.44874102,47.44874102,0.0,0,0,0,0,0,0,0,0.02,0.0,0.0,0.01,0.03,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.56,54.0,55.56,54.1205859,0.41159582,54.12,82955885.32,9.5,10.40388486,0.582992643,1.328944058,0.13,141.55,DoS-TCP_Flood
